Rank,Entita,Score_Avg_now 1-H,Score_Avg_now 4-H,Score_Avg_now 7-d,Extracted_Entities,Discover_Score,Saturation_Score,Rank_Sorted
32,enrico rizzi,0.8275862068965517,0.546218487394958,1.1331360946745563,Enrico Rizzi,0.4146779682168202,1.0,43
23,grizzlies - warriors,0.0,0.3214285714285714,1.07396449704142,Grizzlies - Warriors - NBA - Partita - Basket,0.4023809883619648,1.015375116478155,44
40,bonus bollette 2025,0.8448275862068966,0.2542016806722689,1.1242603550295858,Bonus - Bollette - 2025,0.38024379878419096,1.352877673315707,45
30,bianca panconi attrice,0.8103448275862069,0.3760504201680672,0.9349112426035502,Bianca Panconi - Attrice,0.3558429114998964,1.0,46
20,giornata mondiale autismo,2.586206896551724,0.43907563025210083,0.7544378698224853,Giornata Mondiale - Autismo - Consapevolezza - Inclusione - Eventi,0.33275133884687585,1.0,47
16,giovanni bagnasco,18.54310344827586,0.865546218487395,0.5207100591715976,Giovanni Bagnasco,0.3090969156950851,1.0,48
49,cristiano ronaldo inter,0.0,0.12394957983193278,0.5384615384615384,Cristiano Ronaldo - Inter - Calcio - Trasferimenti - Serie A,0.22654948825606647,1.0,49
45,giulia tramontano,0.0,0.0,0.08579881656804733,Giulia Tramontano - Omicidio - Cronaca Nera,0.12005053872128883,1.0,50
51,chatgpt studio ghibli,0.0,0.0,0.0,,0.09855641515192037,1.0,51
52,meteo milano oggi,0.0,0.0,0.0,,0.09836816773278892,1.0,52
53,stai con me oggi,0.0,0.0,0.0,,0.09818420346099963,1.0,53
54,paratici,0.0,0.0,0.0,,0.09800434553511525,1.0,54
55,3bmeteo,0.0,0.0,0.0,,0.09782842758707197,1.0,55
56,bianca guaccero,0.0,0.0,0.0,,0.0976562928886095,1.0,56
57,wolverhampton - west ham,0.0,0.0,0.0,,0.09748779363109165,1.0,57
58,meteo oggi,0.0,0.0,0.0,,0.09732279027076805,1.0,58
59,marilyn manson,0.0,0.0,0.0,,0.09716115093251035,1.0,59
60,coppa italia oggi,0.0,0.0,0.0,,0.09700275086590245,1.0,60
61,coppa di germania,0.0,0.0,0.0,,0.096847471948296,1.0,61
62,webboh awards,0.0,0.0,0.0,,0.09669520223007592,1.0,62
63,pam bondi,0.0,0.0,0.0,,0.0965458355179304,1.0,63
64,wanna marchi,0.0,0.0,0.0,,0.09639927099239892,1.0,64
65,bucks - suns,0.0,0.0,0.0,,0.0962554128563897,1.0,65
66,loredana errore,0.0,0.0,0.0,,0.09611417001172222,1.0,66
67,trabzonspor u-19 - inter primavera,0.0,0.0,0.0,,0.09597545576107192,1.0,67
68,emanuela folliero,0.0,0.0,0.0,,0.09583918753297341,1.0,68
69,unabomber,0.0,0.0,0.0,,0.09570528662778736,1.0,69
70,cilento,0.0,0.0,0.0,,0.09557367798275299,1.0,70
71,noipa cedolino,0.0,0.0,0.0,,0.09544428995444114,1.0,71
72,lsg vs pbks,0.0,0.0,0.0,,0.09531705411709313,1.0,72
73,inps assegno unico,0.0,0.0,0.0,,0.09519190507548161,1.0,73
74,prove invalsi,0.0,0.0,0.0,,0.09506878029106357,1.0,74
75,atm milano,0.0,0.0,0.0,,0.0949476199203152,1.0,75
76,gta 6,0.0,0.0,0.0,,0.09482836666424431,1.0,76
77,ronaldo,0.0,0.0,0.0,,0.09471096562817122,1.0,77
78,gta 6 uscita,0.0,0.0,0.0,,0.09459536419095324,1.0,78
79,smartphone,0.0,0.0,0.0,,0.09448151188290471,1.0,79
80,pucci,0.0,0.0,0.0,,0.09436936027173116,1.0,80
81,monte amiata,0.0,0.0,0.0,,0.094258862855859,1.0,81
82,child care,0.0,0.0,0.0,,0.09414997496459536,1.0,82
83,corrado augias,0.0,0.0,0.0,,0.09404265366460368,1.0,83
84,bologna fc 1909,0.0,0.0,0.0,,0.09393685767222369,1.0,84
85,simona ventura,0.0,0.0,0.0,,0.09383254727120618,1.0,85
86,maria latella,0.0,0.0,0.0,,0.09372968423546808,1.0,86
87,mattia bellucci,0.0,0.0,0.0,,0.09362823175650699,1.0,87
88,arsenal vs fulham,0.0,0.0,0.0,,0.09352815437514386,1.0,88
89,canale 5,0.0,0.0,0.0,,0.09342941791728956,1.0,89
90,boavista - gil vicente,0.0,0.0,0.0,,0.09333198943345576,1.0,90
91,meteo trento,0.0,0.0,0.0,,0.09323583714175261,1.0,91
92,charleston open,0.0,0.0,0.0,,0.09314093037413629,1.0,92
93,morgane - detective geniale,0.0,0.0,0.0,,0.09304723952568791,1.0,93
94,alex rolfini,0.0,0.0,0.0,,0.09295473600672219,1.0,94
95,الأهلي ضد الهلال,0.0,0.0,0.0,,0.09286339219753927,1.0,95
96,al ahly - al-hilal,0.0,0.0,0.0,,0.09277318140564819,1.0,96
97,mykonos,0.0,0.0,0.0,,0.09268407782530214,1.0,97
98,meteo torino oggi,0.0,0.0,0.0,,0.09259605649919832,1.0,98
99,bulls - raptors,0.0,0.0,0.0,,0.09250909328220575,1.0,99
100,alessandra amoroso,0.0,0.0,0.0,,0.09242316480699417,1.0,100
101,papa francesco,0.0,0.0,0.0,,0.09233824845144649,1.0,101
102,corrado guzzanti,0.0,0.0,0.0,,0.09225432230774548,1.0,102
103,real sociedad,0.0,0.0,0.0,,0.09217136515303313,1.0,103
104,rosy bindi,0.0,0.0,0.0,,0.09208935642154824,1.0,104
105,varenne,0.0,0.0,0.0,,0.09200827617815434,1.0,105
106,virus russia,0.0,0.0,0.0,,0.09192810509317567,1.0,106
107,zhang shuai,0.0,0.0,0.0,,0.09184882441846551,1.0,107
108,ascolti tv dati auditel,0.0,0.0,0.0,,0.09177041596463477,1.0,108
109,programmi tv,0.0,0.0,0.0,,0.09169286207937509,1.0,109
110,lella costa,0.0,0.0,0.0,,0.09161614562681378,1.0,110
111,holland film,0.0,0.0,0.0,,0.09154024996784299,1.0,111
112,mediaset play,0.0,0.0,0.0,,0.09146515894136831,1.0,112
113,spider man brand new day tom holland,0.0,0.0,0.0,,0.09139085684642648,1.0,113
114,oppenheimer,0.0,0.0,0.0,,0.09131732842512419,1.0,114
115,madison beer,0.0,0.0,0.0,,0.09124455884635378,1.0,115
116,arsenal,0.0,0.0,0.0,,0.09117253369024364,1.0,116
117,real,0.0,0.0,0.0,,0.0911012389333045,1.0,117
118,saputo,0.0,0.0,0.0,,0.0910306609342344,1.0,118
119,mediaset,0.0,0.0,0.0,,0.09096078642034822,1.0,119
120,taiwan,0.0,0.0,0.0,,0.09089160247459882,1.0,120
121,tacchinardi,0.0,0.0,0.0,,0.09082309652315983,1.0,121
122,rita dalla chiesa,0.0,0.0,0.0,,0.09075525632354065,1.0,122
123,sydney sweeney,0.0,0.0,0.0,,0.0906880699532074,1.0,123
124,seminara,0.0,0.0,0.0,,0.09062152579868396,1.0,124
125,gianni sperti,0.0,0.0,0.0,,0.09055561254510894,1.0,125
126,al ittihad - al-shabab,0.0,0.0,0.0,,0.09049031916622662,1.0,126
127,endrick,0.0,0.0,0.0,,0.09042563491478989,1.0,127
128,michele santoro,0.0,0.0,0.0,,0.09036154931335562,1.0,128
129,mattia furlani,0.0,0.0,0.0,,0.09029805214545304,1.0,129
130,telelombardia,0.0,0.0,0.0,,0.09023513344710772,1.0,130
131,az alkmaar,0.0,0.0,0.0,,0.09017278349870363,1.0,131
132,meryl streep,0.0,0.0,0.0,,0.09011099281716795,1.0,132
133,canale 5 streaming,0.0,0.0,0.0,,0.09004975214846297,1.0,133
134,biagio izzo,0.0,0.0,0.0,,0.08998905246037105,1.0,134
135,bianca berlinguer,0.0,0.0,0.0,,0.08992888493555902,1.0,135
136,az - rkc,0.0,0.0,0.0,,0.0898692409649093,1.0,136
137,abate,0.0,0.0,0.0,,0.0898101121411054,1.0,137
138,mamelodi - espérance,0.0,0.0,0.0,,0.08975149025246065,1.0,138
139,silvia salis,0.0,0.0,0.0,,0.08969336727697877,1.0,139
140,odgaard collo,0.0,0.0,0.0,,0.08963573537663638,1.0,140
141,papa ratzinger,0.0,0.0,0.0,,0.08957858689187757,1.0,141
142,micaela ramazzotti,0.0,0.0,0.0,,0.08952191433631083,1.0,142
143,magalli,0.0,0.0,0.0,,0.08946571039160013,1.0,143
144,arturo brachetti,0.0,0.0,0.0,,0.08940996790254124,1.0,144
145,cameron diaz,0.0,0.0,0.0,,0.08935467987231561,1.0,145
146,davide calabria,0.0,0.0,0.0,,0.08929983945791409,1.0,146
147,manuale per signorine,0.0,0.0,0.0,,0.08924543996572334,1.0,147
148,alec baldwin,0.0,0.0,0.0,,0.08919147484726811,1.0,148
149,nuova scena,0.0,0.0,0.0,,0.08913793769510281,1.0,149
150,giuseppe conte,0.0,0.0,0.0,,0.08908482223884619,1.0,150
151,rugani,0.0,0.0,0.0,,0.08903212234135328,1.0,151
152,giulia salemi,0.0,0.0,0.0,,0.08897983199501883,1.0,152
153,alvaro mangino,0.0,0.0,0.0,,0.08892794531820698,1.0,153
154,brenda lodigiani,0.0,0.0,0.0,,0.08887645655180217,1.0,154
155,mauro corona,0.0,0.0,0.0,,0.08882536005587613,1.0,155
156,greta scarano,0.0,0.0,0.0,,0.08877465030646665,1.0,156
157,millionday,0.0,0.0,0.0,,0.08872432189246328,1.0,157
158,million day,0.0,0.0,0.0,,0.08867436951259627,1.0,158
159,castro bologna,0.0,0.0,0.0,,0.08862478797252424,1.0,159
160,anticipazioni un posto al sole,0.0,0.0,0.0,,0.0885755721820169,1.0,160
161,madonie,0.0,0.0,0.0,,0.08852671715222935,1.0,161
162,luca nardi,0.0,0.0,0.0,,0.08847821799306398,1.0,162
163,wawrinka,0.0,0.0,0.0,,0.08843006991061714,1.0,163
164,christian bale,0.0,0.0,0.0,,0.08838226820470695,1.0,164
165,blackrock,0.0,0.0,0.0,,0.0883348082664794,1.0,165
166,vladimir luxuria,0.0,0.0,0.0,,0.08828768557608978,1.0,166
167,assicurazione ebike,0.0,0.0,0.0,,0.08824089570045654,1.0,167
168,severance,0.0,0.0,0.0,,0.088194434291085,1.0,168
169,nehal wadhera,0.0,0.0,0.0,,0.08814829708195837,1.0,169
170,concorde,0.0,0.0,0.0,,0.08810247988749324,1.0,170
171,mondiale per club,0.0,0.0,0.0,,0.08805697860055793,1.0,171
172,alessandra amoroso incinta,0.0,0.0,0.0,,0.08801178919055067,1.0,172
173,regioni italiane,0.0,0.0,0.0,,0.08796690770153576,1.0,173
174,الريال ضد ريال سوسيداد,0.0,0.0,0.0,,0.08792233025043593,1.0,174
175,giulia vecchio,0.0,0.0,0.0,,0.08787805302527825,1.0,175
176,cracco,0.0,0.0,0.0,,0.08783407228349238,1.0,176
177,vasco rossi,0.0,0.0,0.0,,0.08779038435025874,1.0,177
178,capracotta,0.0,0.0,0.0,,0.08774698561690537,1.0,178
179,tortoli,0.0,0.0,0.0,,0.08770387253935127,1.0,179
180,emma marrone,0.0,0.0,0.0,,0.0876610416365951,1.0,180
181,giulia de lellis,0.0,0.0,0.0,,0.0876184894892473,1.0,181
182,campobasso,0.0,0.0,0.0,,0.08757621273810438,1.0,182
183,maniago,0.0,0.0,0.0,,0.08753420808276388,1.0,183
184,ostia,0.0,0.0,0.0,,0.08749247228027847,1.0,184
185,stefano bandecchi,0.0,0.0,0.0,,0.08745100214384822,1.0,185
186,as roma biglietti,0.0,0.0,0.0,,0.08740979454154943,1.0,186
187,calabria milan,0.0,0.0,0.0,,0.08736884639509886,1.0,187
188,nek cantante,0.0,0.0,0.0,,0.08732815467865244,1.0,188
189,harris dickinson,0.0,0.0,0.0,,0.08728771641763704,1.0,189
190,coupe de france,0.0,0.0,0.0,,0.08724752868761428,1.0,190
191,barcelona sc - independiente del valle,0.0,0.0,0.0,,0.0872075886131754,1.0,191
192,vincicasa,0.0,0.0,0.0,,0.08716789336686628,1.0,192
193,bardella,0.0,0.0,0.0,,0.0871284401681413,1.0,193
194,endrick felipe moreira de sousa,0.0,0.0,0.0,,0.08708922628234546,1.0,194
195,stefano bollani,0.0,0.0,0.0,,0.08705024901972379,1.0,195
196,marco baroni,0.0,0.0,0.0,,0.08701150573445693,1.0,196
197,marsciano,0.0,0.0,0.0,,0.08697299382372246,1.0,197
198,kid rock,0.0,0.0,0.0,,0.08693471072678077,1.0,198
199,istat,0.0,0.0,0.0,,0.08689665392408505,1.0,199
200,dr,0.0,0.0,0.0,,0.08685882093641431,1.0,200
201,abruzzo,0.0,0.0,0.0,,0.08682120932402913,1.0,201
202,cattelan,0.0,0.0,0.0,,0.08678381668584899,1.0,202
203,bonus animali domestici,0.0,0.0,0.0,,0.08674664065865081,1.0,203
204,gossip,0.0,0.0,0.0,,0.08670967891628807,1.0,204
205,frecciarossa milano parigi,0.0,0.0,0.0,,0.08667292916892963,1.0,205
206,farioli,0.0,0.0,0.0,,0.08663638916231793,1.0,206
207,pinguini tattici nucleari,0.0,0.0,0.0,,0.08660005667704586,1.0,207
208,tom hanks,0.0,0.0,0.0,,0.08656392952785175,1.0,208
209,rosanna uomini e donne,0.0,0.0,0.0,,0.0865280055629319,1.0,209
210,pecco bagnaia,0.0,0.0,0.0,,0.08649228266327028,1.0,210
211,thauvin,0.0,0.0,0.0,,0.08645675874198468,1.0,211
212,eta uk,0.0,0.0,0.0,,0.08642143174368908,1.0,212
213,grindavik,0.0,0.0,0.0,,0.08638629964387144,1.0,213
214,atp bucarest,0.0,0.0,0.0,,0.08635136044828684,1.0,214
215,belve,0.0,0.0,0.0,,0.0863166121923652,1.0,215
216,castro,0.0,0.0,0.0,,0.08628205294063337,1.0,216
217,biglietti lazio roma,0.0,0.0,0.0,,0.08624768078615105,1.0,217
218,rupnik,0.0,0.0,0.0,,0.08621349384996026,1.0,218
219,narni,0.0,0.0,0.0,,0.08617949028054783,1.0,219
220,antropova,0.0,0.0,0.0,,0.0861456682533207,1.0,220
221,april fools,0.0,0.0,0.0,,0.08611202597009364,1.0,221
